Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Badge (product.metafields.custom.badge),Emotional Axes (product.metafields.custom.emotional_axes),Focus Keyword (product.metafields.custom.focus_keyword),Highlights (product.metafields.custom.highlights),SEO Keywords (product.metafields.custom.seo_keywords),Shipping Note (product.metafields.custom.shipping_note),Short Description (product.metafields.custom.short_description),Trust Badges (product.metafields.custom.trust_badges),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Has SEO Tags (product.metafields.seo.has_seo_tags),Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Bristle material (product.metafields.shopify.bristle-material),Bristle shape (product.metafields.shopify.bristle-shape),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Hair type (product.metafields.shopify.hair-type),Hold level (product.metafields.shopify.hold-level),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Moisturizer type (product.metafields.shopify.moisturizer-type),Product form (product.metafields.shopify.product-form),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Skin care effect (product.metafields.shopify.skin-care-effect),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Category,Product Type,Persona,Trend,Season,Vibe,Material,Silhouette,Detail,MVQ Persona,MVQ Editorial Style,MVQ Frames Count,MVQ Editorial Score,MVQ SEO Score,MVQ Alt Score,MVQ Detection Confidence,MVQ Persona Confidence,MVQ Category,MVQ Product Type
french-simple-glitter-girl-s-soft-and-tender-wearable-manicure-nails,"French Glitter Manicure Nails for Girls - Soft, Tender, and Wearable","Medium style, wearable, ballet style Applicable people: ladies",eprolo,,,"aicg_is_generated, beauty, eprolo, Under 25",true,Color,W477 [Glue model],,,,,,,,4D1010866393454A992333C1F785F41B,50.0,shopify,continue,manual,12.99,16.63,true,true,,,,,,,,,false,"French Glitter Manicure Nails for Girls - Soft, Tender, and Wearable","Medium style, wearable, ballet style Applicable people: ladies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.99,active,,,Romantic Visionary,romantic revival,,romantic,,,[],Romantic Visionary,commercial,0,0,60,100,0.9,0.9,,
french-simple-glitter-girl-s-soft-and-tender-wearable-manicure-nails,french-simple-glitter-girl-s-soft-and-tender-wearable-manicure-nails,french-simple-glitter-girl-s-soft-and-tender-wearable-manicure-nails,,,,,,,W472 [Glue type],,,,,,,,10322389DC39451799C819C278D44E9D,50.0,shopify,continue,manual,12.99,16.63,true,true,,,,,,,,,,french-simple-glitter-girl-s-soft-and-tender-wearable-manicure-nails,french-simple-glitter-girl-s-soft-and-tender-wearable-manicure-nails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.99,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
french-simple-glitter-girl-s-soft-and-tender-wearable-manicure-nails,french-simple-glitter-girl-s-soft-and-tender-wearable-manicure-nails,french-simple-glitter-girl-s-soft-and-tender-wearable-manicure-nails,,,,,,,W473 [Glue type],,,,,,,,5F47D38FBAA54CC9B2951184B4EECC3F,50.0,shopify,continue,manual,12.99,16.63,true,true,,,,,,,,,,french-simple-glitter-girl-s-soft-and-tender-wearable-manicure-nails,french-simple-glitter-girl-s-soft-and-tender-wearable-manicure-nails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.99,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,Almond Nail Art - Multi-Functional Wearable Nails,"Style: wearable, European square Pattern cartoon, peach, starry sky, stars, candy Applicable people: ladies",eprolo,,,"aicg_is_generated, beauty, eprolo, Under 25",true,Color,BKS1979,,,,,,,,1082440A7B314F0CAA1A8635E0AE6AF0,50.0,shopify,continue,manual,10.99,14.07,true,true,,,,,,,,,false,Almond Nail Art - Multi-Functional Wearable Nails,"Style: wearable, European square Pattern cartoon, peach, starry sky, stars, candy Applicable people: ladies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.99,active,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,BKS1757,,,,,,,,B1A9F7CA8A7D49D6B9617FE933F1E081,50.0,shopify,continue,manual,11.99,15.35,true,true,,,,,,,,,,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.15,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,BKS2046,,,,,,,,DC237BD346A749A992F7F13E3CB267B0,50.0,shopify,continue,manual,11.99,15.35,true,true,,,,,,,,,,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.15,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,BKS1882,,,,,,,,AE7F9609C5434D46817C1656AB73AE3C,50.0,shopify,continue,manual,11.99,15.35,true,true,,,,,,,,,,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.48,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,BKS1988,,,,,,,,FA03FE9D09C74C1985DE013DAE7645B7,50.0,shopify,continue,manual,10.96,14.03,true,true,,,,,,,,,,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.99,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,BKS1981,,,,,,,,ADAED61B9385404698496B631E82AA43,50.0,shopify,continue,manual,10.99,14.07,true,true,,,,,,,,,,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.99,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,BKS1982,,,,,,,,9278A4CDD30F496B8637B3DE07A31706,50.0,shopify,continue,manual,11.99,15.35,true,true,,,,,,,,,,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.48,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,BKS1984,,,,,,,,7FE489830B7D41CDAB2B18E323F7A427,50.0,shopify,continue,manual,10.96,14.03,true,true,,,,,,,,,,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.99,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,BKS1999,,,,,,,,8CD29DD5F84042BC927A8D2206F6C7CB,50.0,shopify,continue,manual,10.96,14.03,true,true,,,,,,,,,,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.99,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,BKS1987,,,,,,,,D3BB43295BD04247B5014BD8E1D1DD0C,50.0,shopify,continue,manual,10.96,14.03,true,true,,,,,,,,,,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patc,nail-art-almond-nails-finished-wearable-nails-mid-length-nail-art-patch-ins-style-hot-girl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.99,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
european-and-american-wearable-fake-nails-multi-color-corrugated-small-flower-checkerboard-nails,Wearable Fake Nails with Multi-Color Corrugated Flower and Checkerboar,"Color classification: glue type, jelly glue type style wearable",eprolo,,,"aicg_is_generated, beauty, eprolo, Under 25",true,Color,CJCY-141,,Specification,Jelly glue type,,,,,6A424ECCC2014E9FBE8CC31A0081ABBE,50.0,shopify,continue,manual,11.99,15.35,true,true,,,,,,,,,false,Wearable Fake Nails with Multi-Color Corrugated Flower and Checkerboar,"Color classification: glue type, jelly glue type style wearable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.15,active,home,rug,,,,,,rug,[],,commercial,0,0,60,100,0.9,0.9,home,rug
european-and-american-wearable-fake-nails-multi-color-corrugated-small-flower-checkerboard-nails,european-and-american-wearable-fake-nails-multi-color-corrugated-small,european-and-american-wearable-fake-nails-multi-color-corrugated-small-flower-checkerboard-nails,,,,,,,XL-40-118,,,Jelly glue type,,,,,683275A864C14CAEBF1B155E640AC9CE,50.0,shopify,continue,manual,11.99,15.35,true,true,,,,,,,,,,european-and-american-wearable-fake-nails-multi-color-corrugated-small,european-and-american-wearable-fake-nails-multi-color-corrugated-small-flower-checkerboard-nails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.15,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
european-and-american-wearable-fake-nails-multi-color-corrugated-small-flower-checkerboard-nails,european-and-american-wearable-fake-nails-multi-color-corrugated-small,european-and-american-wearable-fake-nails-multi-color-corrugated-small-flower-checkerboard-nails,,,,,,,CDJ-15-19LY,,,Jelly glue type,,,,,7E5E0178660C4DD7A7F65D8C4E103C9D,50.0,shopify,continue,manual,10.96,14.03,true,true,,,,,,,,,,european-and-american-wearable-fake-nails-multi-color-corrugated-small,european-and-american-wearable-fake-nails-multi-color-corrugated-small-flower-checkerboard-nails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.99,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
european-and-american-wearable-fake-nails-multi-color-corrugated-small-flower-checkerboard-nails,european-and-american-wearable-fake-nails-multi-color-corrugated-small,european-and-american-wearable-fake-nails-multi-color-corrugated-small-flower-checkerboard-nails,,,,,,,CJCY-61,,,Jelly glue type,,,,,69945A40E16A46B6969AC1E31DFEB113,50.0,shopify,continue,manual,11.99,15.35,true,true,,,,,,,,,,european-and-american-wearable-fake-nails-multi-color-corrugated-small,european-and-american-wearable-fake-nails-multi-color-corrugated-small-flower-checkerboard-nails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.15,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
european-and-american-popular-manicure-wearable-nails-cross-flash-diamond-explosive-wearable-nails-fake-nails,Wearable Cross Flash Diamond Fake Nails - European & American Manicure,style wearable Applicable people: ladies,eprolo,,,"aicg_is_generated, beauty, eprolo, Under 25",true,Color,JP2791 [Glue model],,,,,,,,5941DF1DA54C492E9960D51BDDDD7B38,50.0,shopify,continue,manual,14.99,19.19,true,true,,,,,,,,,false,Wearable Cross Flash Diamond Fake Nails - European & American Manicure,style wearable Applicable people: ladies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.65,active,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
european-and-american-popular-manicure-wearable-nails-cross-flash-diamond-explosive-wearable-nails-fake-nails,european-and-american-popular-manicure-wearable-nails-cross-flash-diam,european-and-american-popular-manicure-wearable-nails-cross-flash-diamond-explosive-wearable-nails-fake-nails,,,,,,,JP3256  [Glue model],,,,,,,,BC836637537A462A8E327EA97E3DF653,50.0,shopify,continue,manual,13.89,17.78,true,true,,,,,,,,,,european-and-american-popular-manicure-wearable-nails-cross-flash-diam,european-and-american-popular-manicure-wearable-nails-cross-flash-diamond-explosive-wearable-nails-fake-nails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.32,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
european-and-american-popular-manicure-wearable-nails-cross-flash-diamond-explosive-wearable-nails-fake-nails,european-and-american-popular-manicure-wearable-nails-cross-flash-diam,european-and-american-popular-manicure-wearable-nails-cross-flash-diamond-explosive-wearable-nails-fake-nails,,,,,,,GN001  [Glue model],,,,,,,,24CCA34F7C2E4686A4E445E16E5EDA2A,50.0,shopify,continue,manual,14.89,19.06,true,true,,,,,,,,,,european-and-american-popular-manicure-wearable-nails-cross-flash-diam,european-and-american-popular-manicure-wearable-nails-cross-flash-diamond-explosive-wearable-nails-fake-nails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.65,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
hoegoa-shampoo-gentle-shampoo-oil-control-anti-dandruff-fluffy-soft-cleansing-scalp-shampoo,Hoegoa Gentle Shampoo for Oil Control & Anti-Dandruff - Soft Cleansing,"Our shampoo contains rosemary extract, drylily extract and rose extract. It can stimulate the activity of hair follicles, promote the formation of new hair, and make hair thicker. Its use method is very simple: after wetting the hair, take an appropriate amount of shampoo and rub it into the palm of the hand to foam, gently massage the scalp and hair, and then rinse with water. And can strengthen the hair root, reduce hair loss, enhance hair toughness, prevent hair breakage and loss.",eprolo,,,"aicg_is_generated, beauty, eprolo, Under 25",true,color,default title,,,,,,,,HG-A03-0403-01,178.0,shopify,continue,manual,18.99,24.31,true,true,,,,,,,,,false,Hoegoa Gentle Shampoo for Oil Control & Anti-Dandruff - Soft Cleansing,"Our shampoo contains rosemary extract, drylily extract and rose extract. It can stimulate the activity of hair follicles, promote the formation of new hair, and",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.46,active,,shampoo,Romantic Visionary,quiet luxury,,quiet luxury,oil,,[],Romantic Visionary,commercial,0,0,60,100,0.9,0.9,,shampoo
west-month-glacier-water-soothing-pad-gently-repair-moisturizing-soothing-brightening-and-nourishing-skin-shims,"West&Month Glacier Water Soothing Pad - Moisturizing, Brightening & No","Our Glacier Water soothing pads contain panthenol, hyaluronic acid, ceramide. It can repair the skin barrier, relieve irritation and enhance skin comfort. It has antioxidant effects and protects the skin from environmental damage. Its use is very simple: 1. Clean and moisturize the skin; 2. Take a piece of this product and gently wipe it onto the skin. Helps skin produce collagen, improves skin firmness, restores elasticity and fullness. Tighten pores, improve skin fineness, and make skin smoother and firmer.",eprolo,,,"aicg_is_generated, beauty, eprolo, Under 25",true,color,default title,,,,,,,,WE-A05-0358-01,164.0,shopify,continue,manual,19.99,25.59,true,true,,,,,,,,,false,"West&Month Glacier Water Soothing Pad - Moisturizing, Brightening & No","Our Glacier Water soothing pads contain panthenol, hyaluronic acid, ceramide. It can repair the skin barrier, relieve irritation and enhance skin comfort. It ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.95,active,skincare,,Soft Minimalist,quiet luxury,,quiet luxury,metal,bodycon,[],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,skincare,
west-month-collagen-cotton-pad-facial-brightening-moisturizing-gentle-skin-care-enhancing-elastic-nourishing-gasket,"West&Month Collagen Cotton Pads for Brightening, Moisturizing, and Nou","Our collagen pads contain glycerin, collagen and coffee extract. It can lighten the complexion, improve dullness and make the skin look brighter. Helps fade fine lines, repair damaged skin and improve overall skin quality. Its use is very simple: 1. Clean and moisturize the skin; 2. Take a piece of this product and gently wipe it onto the skin. Helps skin produce collagen and improves skin firmness. Restores elasticity and fullness. Tighten pores, improve skin fineness, and make skin smoother and firmer.",eprolo,,,"aicg_is_generated, beauty, eprolo, Under 25",true,color,default title,,,,,,,,WE-A05-0358-02,165.0,shopify,continue,manual,19.49,24.95,true,true,,,,,,,,,false,"West&Month Collagen Cotton Pads for Brightening, Moisturizing, and Nou","Our collagen pads contain glycerin, collagen and coffee extract. It can lighten the complexion, improve dullness and make the skin look brighter. Helps fade fin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.95,active,,,Soft Minimalist,quiet luxury,summer,quiet luxury,cotton,bodycon,[],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,,
smooth-body-beauty-serum-moisturizing-and-brightening-skin-care-solution,Smooth Body Beauty Serum - Hydrating & Brightening Moisturizer for Rad,"Our creamy body serum contains sodium hyaluronate, tocopherol (Vitamin e) shea butter. It can repair dry and aging skin and restore skin vitality. Softening Essence reduces skin wrinkles, smooths and protects your skin, helping to alleviate the obvious signs of aging. Its use method is very simple: 1. Please clean the skin before use; 2. Take 2-3 drops of serum and apply to the whole body skin; 3. Gently knead, massage until completely absorbed (it is recommended to use once in the morning and evening, the effect is better). Smooth Body Essence hydrates dry skin daily, maintaining moisture balance and replenishing natural oils.",eprolo,,,"aicg_is_generated, beauty, eprolo, Under 25",true,color,default title,,,,,,,,EEA03-A073-100-OG1,216.0,shopify,continue,manual,19.49,24.95,true,true,,,,,,,,,false,Smooth Body Beauty Serum - Hydrating & Brightening Moisturizer for Rad,"Our creamy body serum contains sodium hyaluronate, tocopherol (Vitamin e) shea butter. It can repair dry and aging skin and restore skin vitality. Softening Ess",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.89,active,home,serum,Soft Minimalist,quiet luxury,,quiet luxury,cream,bed,['radiant finish'],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,home,serum
body-moisturizer-series-smooth-and-delicate-skin-firming-repair-dark-whitening-moisturizing-cream,"Body Moisturizer Cream for Firming, Dark Spot Repair, and Deep Hydrati","Our body moisturizer contains vitamin E, shea butter, and hyaluronic acid. It can repair the skin, improve dry and rough skin, and make the skin healthier. Its use method is very simple: clean the body skin, keep dry, take the right amount of this take the right amount, evenly apply to the whole body skin, gently massage until completely absorbed. And it can moisturize the skin.",eprolo,,,"aicg_is_generated, beauty, eprolo, Under 25",true,Taste,Cocoa powder,,,,,,,,OUA06-A158-100-WH1,166.0,shopify,continue,manual,19.29,24.69,true,true,,,,,,,,,false,"Body Moisturizer Cream for Firming, Dark Spot Repair, and Deep Hydrati","Our body moisturizer contains vitamin E, shea butter, and hyaluronic acid. It can repair the skin, improve dry and rough skin, and make the skin healthier. Its ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.96,active,home,moisturizer,Soft Minimalist,quiet luxury,,quiet luxury,cream,bed,[],Soft Minimalist,commercial,0,0,60,100,0.9,0.9,home,moisturizer
